No;nama_pemda;Tahun;Ekonomi;Kesehatan;Ketertiban;Lingkungan;ParBud;Pelayanan;Pendidikan;Sosial;Rumah_Fasum;Populasi;Base_AHH;Target_AHH;Base_HLS;Target_HLS;Base_RLS;Target_RLS;Base_PPK;Target_PPK;Base_IPM;Target_IPM
271;Kota Banjarbaru;2018;41393116724;234912000000;15780715477;28404047603;2952119090;237382000000;242109000000;15880087852;215718000000;255597;71.5;71.67;14.78;14.79;10.77;10.93;13279;13590;78.32;78.83
272;Kota Banjarmasin;2018;68803626492;195017000000;28250475378;75774216377;13711806773;311284000000;451654000000;24854895352;251084000000;700869;70.55;70.75;13.9;13.91;9.92;9.93;13899;14256;76.46;76.83
273;Kota Batam;2018;381671000000;306229000000;54139375795;77735270183;12620739093;394803000000;557826000000;52200629404;542582000000;1329773;73.19;73.24;12.94;12.95;11.11;11.12;17131;17560;80.26;80.54
274;Kota Batu;2018;74855178249;36453470716;33122584234;39077484980;15219593996;234274000000;208692000000;25349667138;99832668084;207490;72.25;72.37;14.02;14.03;8.46;8.77;11648;12057;74.26;75.04
275;Kota Bengkulu;2018;55478323808;148868000000;13806357173;18631105968;5668308539;269217000000;311330000000;22759199585;189054000000;376480;69.52;69.72;15.58;16;11.57;11.58;13164;13633;78.82;79.67
276;Kota Binjai;2018;64510114880;183856000000;29253433545;25809936553;6836737812;185382000000;260960000000;14990831407;162415000000;273892;71.75;71.95;13.58;13.59;10.58;10.75;10487;10750;74.65;75.21
277;Kota Bukit Tinggi;2018;40852373431;60196256895;38642440173;32714512066;35133736748;252163000000;141924000000;16340780390;85816737878;52994;73.69;73.91;14.94;14.95;11.3;11.31;12816;13035;79.8;80.11
278;Kota Cilegon;2018;119193000000;234755000000;23565582252;43656662994;10137085305;502993000000;420337000000;34977736488;199559000000;431305;66.32;66.43;13.12;13.13;9.69;9.73;12562;12900;72.29;72.65
279;Kota Cimahi;2018;100269000000;316407000000;71914375085;48670778761;25599589442;344900000000;361794000000;15364626078;204154000000;607811;73.61;73.75;13.76;13.77;10.93;10.94;11353;11921;76.95;77.56
280;Kota Depok;2018;159522000000;356569000000;66284017333;168504000000;0;561151000000;745455000000;77161891504;630437000000;2330333;74.04;74.17;13.87;13.9;10.84;10.85;14727;15262;79.83;80.29
281;Kota Gunungsitoli;2018;29226474184;69224365746;6445726042;8785537935;5817834225;119318000000;166721000000;8652560729;173315000000;140927;70.42;70.67;13.69;13.71;8.4;8.41;7300;7639;67.68;68.33
282;Kota Jambi;2018;87614416985;274276000000;30140399528;35064790738;6760293911;329907000000;441829000000;17486162682;354235000000;598103;72.33;72.43;14.23;14.62;10.66;10.67;11648;11912;76.74;77.41
283;Kota Kendari;2018;58895847795;173850000000;0;24345615533;6387427965;288575000000;316359000000;34101078888;317801000000;381628;73.02;67.33;16.06;16.2;11.68;11.69;13995;14168;81.83;82.22
284;Kota Kotamobagu;2018;34849957636;183766000000;15403426511;10810484902;3805130356;164293000000;127301000000;27251724410;91222835420;126198;69.72;69.97;12.68;12.75;9.98;10.04;10366;10663;72;72.55
285;Kota Langsa;2018;33722900385;207351000000;13109580431;29145877717;4060730000;154662000000;162653000000;15352391912;69677844383;174318;69.06;69.16;15.18;15.19;10.9;11.06;11261;11497;75.89;76.34
286;Kota Lhokseumawe;2018;27932698911;83895692092;12072192125;29938553709;1923022700;184290000000;184538000000;13881793678;134698000000;203284;71.14;71.27;15.17;15.18;10.88;10.89;10673;10863;76.34;76.62
287;Kota Lubuk Linggau;2018;48653352312;129834000000;16542862595;11590256994;5193212974;238525000000;200131000000;10420075520;198615000000;229889;68.64;68.83;13.3;13.31;9.5;9.51;12878;13288;73.67;74.09
288;Kota Magelang;2018;66962637548;305893000000;20587859129;48182540880;6891847234;181766000000;184202000000;12330824850;109867000000;121872;76.66;76.72;13.79;13.8;10.3;10.31;11525;11994;77.84;78.31
289;Kota Makassar;2018;154711000000;453371000000;16951656082;141018000000;42920412772;1185520000000;838996000000;59887058886;629617000000;1508154;71.51;71.7;15.18;15.55;11.08;11.09;16989;16597;81.13;81.73
290;Kota Medan;2018;213939000000;602667000000;124067000000;330248000000;42148930064;1125380000000;872522000000;116083000000;786426000000;2264145;72.4;72.64;14.45;14.72;11.25;11.37;14613;14845;79.98;80.65
291;Kota Metro;2018;52168879809;206215000000;12086893985;12694933092;5350663939;200228000000;201474000000;14503196176;163526000000;165193;71.13;71.29;14.28;14.29;10.57;10.61;11397;11636;75.87;76.22
292;Kota Padang Panjang;2018;41626949827;121214000000;20505858695;0;8682897552;169465000000;114553000000;17322517828;119612000000;61898;72.46;72.58;15.03;15.04;11.43;11.44;10240;10440;77.01;77.3
293;Kota Padang Sidempuan;2018;48257749282;146493000000;31500163785;29988429899;5638064021;189603000000;238441000000;22941943888;71952644130;218892;68.41;68.73;14.5;14.51;10.56;10.63;10464;10795;73.81;74.38
294;Kota Pagar Alam;2018;44290047109;99279918495;10898179608;9955221575;7191515547;257120000000;127373000000;9230518611;90264816043;137964;65.87;66.14;12.82;12.83;8.93;9.08;8352;8758;66.81;67.62
295;Kota Palangkaraya;2018;72261869463;104159000000;19469458243;12787517881;9527701996;270611000000;325829000000;13800907817;251549000000;283612;73.13;73.16;14.92;14.93;11.03;11.42;13435;13677;79.69;80.34
296;Kota Palopo;2018;90467543229;258130000000;18553758254;34684407503;6366529511;232380000000;180686000000;18854578761;142800000000;180678;70.3;70.49;15.05;15.06;10.33;10.51;12986;12662;76.71;77.3
297;Kota Pangkal Pinang;2018;39866341806;136821000000;27916848081;28799820020;6636360228;229753000000;184543000000;13593680973;214731000000;1459873;72.64;72.86;12.78;12.83;9.77;9.78;14923;15560;76.86;77.43
298;Kota Pariaman;2018;50541199918;64643358904;24480982794;14836924984;23314604655;114001000000;130507000000;12274080561;108126000000;133703;69.67;69.87;14.51;14.52;10.1;10.36;12425;12611;75.71;76.26
299;Kota Payakumbuh;2018;60700505709;142682000000;11096088933;16150308888;22520412061;167792000000;162605000000;25626182048;106145000000;128783;73.13;73.33;14.23;14.24;10.45;10.46;12858;13114;77.91;78.23
300;Kota Pekalongan;2018;70414761413;160167000000;17351671095;46228120742;1977240500;210674000000;244398000000;19468836174;111706000000;304477;74.19;74.25;12.78;12.79;8.56;8.57;11800;12312;73.77;74.24
301;Kota Pekanbaru;2018;204860000000;197075000000;55751731669;81171991316;8551441227;506008000000;684647000000;28766593329;453527000000;1117359;71.75;71.94;14.93;15.34;11.21;11.22;14547;14778;80.01;80.66
302;Kota Pontianak;2018;93534871443;241739000000;24124797742;177637000000;0;273336000000;434105000000;20503143311;311516000000;637723;72.17;72.41;14.72;14.81;9.79;9.9;13904;14322;77.93;78.56
303;Kota Prabumulih;2018;34784630239;167364000000;10939197592;5590205549;326250000;303421000000;179733000000;14064532254;112759000000;185895;69.67;69.88;12.88;12.89;9.68;9.71;12355;12765;73.58;74.04
304;Kota Sabang;2018;49284886171;88501325346;18009077202;18374516795;10040276536;129789000000;108041000000;14382473461;126095000000;34571;70.09;70.21;13.58;13.66;10.7;10.97;10610;10899;74.1;74.82
305;Kota Salatiga;2018;108076000000;254652000000;10347048630;0;5439002232;185124000000;205657000000;15249410388;138993000000;191571;76.98;77.11;14.99;15;10.15;10.4;14921;15464;81.68;82.41
306;Kota Samarinda;2018;239135000000;326381000000;61683912523;95451904572;15583056906;456529000000;627899000000;32562181925;660064000000;858080;73.71;73.93;14.64;14.66;10.34;10.46;14175;14466;79.46;79.93
307;Kota Serang;2018;74503642803;134456000000;23177521281;34909301468;10043736684;311024000000;438583000000;28125691132;173050000000;677804;67.38;67.58;12.64;12.65;8.61;8.62;12914;13261;71.31;71.68
308;Kota Sibolga;2018;60352732476;152029000000;18089081018;5831094800;11549362327;160669000000;124869000000;23571173532;79296115363;87317;68.05;68.36;13.12;13.13;9.87;9.91;11221;11405;72.28;72.65
309;Kota Singkawang;2018;72187600955;185197000000;9949537900;14368929054;0;163518000000;237851000000;4501618670;156584000000;219061;71.13;71.41;12.86;12.87;7.3;7.57;11122;11514;70.25;71.08
310;Kota Solok;2018;53800857438;71656512561;18832952194;16080464472;12176201390;278807000000;52774674840;16125747208;127701000000;939112;72.92;73.14;14.29;14.3;10.95;11.01;11673;11968;77.44;77.89
311;Kota Subulussalam;2018;45377619390;81499592983;6290819446;8536882643;2535219900;128196000000;108923000000;11434637672;77146699890;80215;63.56;63.69;14.19;14.2;7.12;7.39;6887;7039;62.88;63.48
312;Kota Sungai Penuh;2018;52486957902;59715042876;13905440123;18593867268;7053902050;144664000000;169959000000;12115268594;172138000000;89944;71.71;71.84;14.76;14.77;9.55;9.84;9707;10186;73.75;74.67
313;Kota Surabaya;2018;455628000000;942654000000;167753000000;1045120000000;50661622624;1856470000000;2024100000000;218458000000;1406390000000;2896195;73.88;73.98;14.04;14.41;10.45;10.46;16295;16726;81.07;81.74
314;Kota Tangerang;2018;235749000000;566353000000;95266516041;196444000000;68326199990;1019570000000;1106180000000;70932576188;927782000000;2185304;71.38;71.45;13.44;13.83;10.29;10.51;14104;14443;77.01;77.92
315;Kota Tangerang Selatan;2018;111394000000;444774000000;65320845906;168129000000;11478215240;947619000000;677011000000;36343862523;807560000000;1696308;72.16;72.26;14.39;14.42;11.77;11.78;15291;15672;80.84;81.17
316;Kota Tanjung Balai;2018;37145111142;108228000000;23953565057;22078684574;2536334050;175359000000;133368000000;28499287595;126062000000;173302;62.28;62.6;12.44;12.47;9.14;9.24;10778;11102;67.41;68
317;Kota Tanjung Pinang;2018;45625851858;148123000000;33178428577;16483018305;14217449255;219823000000;232688000000;32218905891;93207313898;209280;71.84;71.93;14.07;14.08;9.97;9.98;14881;15292;78;78.33
318;Kota Tasikmalaya;2018;155836000000;380683000000;26342273332;30815987908;2435333567;436530000000;531299000000;21095269675;328873000000;662723;71.48;71.7;13.41;13.42;9.03;9.04;9497;9855;71.51;72.03
319;Kota Tegal;2018;64028843709;237238000000;18471955691;22435773376;5374585110;201946000000;258428000000;13193915957;94963157627;249003;74.23;74.3;12.89;12.9;8.29;8.3;12283;12830;73.95;74.44
320;Kota Ternate;2018;76353171950;73012132594;14235909877;20921863562;9521687855;292835000000;232785000000;14846054521;162989000000;228105;70.27;70.5;15.3;15.72;11.25;11.26;12989;13166;78.48;79.13
321;Kota Tidore Kepulauan;2018;53913119575;130297000000;4638950215;10152284829;16033621891;246414000000;165535000000;13059918922;122048000000;100415;68.64;68.87;13.9;13.91;9.39;9.63;8044;8232;69.25;69.89
322;Kota Yogyakarta;2018;165065000000;318371000000;37861030310;127572000000;35501538427;406577000000;388706000000;25848624178;144897000000;427498;74.35;74.45;16.82;17.05;11.43;11.44;18005;18629;85.49;86.11
323;Provinsi Aceh;2018;1452820000000;1909700000000;154284000000;0;196044000000;1691600000000;3010480000000;198947000000;2812150000000;5281314;69.52;69.64;14.13;14.27;8.98;9.09;8957;9186;70.6;71.19
324;Provinsi Bangka Belitung;2018;213536000000;240263000000;25996555956;12522277977;20566172675;665483000000;471661000000;37073144385;245325000000;330793;69.95;70.18;11.83;11.87;7.78;7.84;12066;12666;69.99;70.67
325;Provinsi Banten;2018;399660000000;359616000000;66652227152;48117710614;35210979076;3140970000000;1826940000000;81578913099;1350740000000;12689736;69.49;69.64;12.78;12.85;8.53;8.62;11659;11994;71.42;71.95
326;Provinsi DKI Jakarta;2018;3744480000000;8914260000000;703069000000;2670960000000;3366310000000;16419200000000;14491500000000;1918580000000;8835470000000;10467629;72.55;72.67;12.86;12.95;11.02;11.05;17707;18128;80.06;80.47
327;Provinsi Gorontalo;2018;212277000000;122763000000;13240693818;36271220811;18123751667;545963000000;444788000000;34587725516;248909000000;1185492;67.14;67.45;13.01;13.03;7.28;7.46;9532;9839;67.01;67.71
328;Provinsi Jambi;2018;316591000000;458373000000;36108097620;16925339839;29986311601;964304000000;1033520000000;50358210680;618611000000;3570272;70.76;70.89;12.87;12.9;8.15;8.23;9880;10357;69.99;70.65
329;Provinsi Jawa Tengah;2018;470705000000;372073000000;59297613343;902363000000;0;343637000000;2053830000000;63662328425;0;34490835;74.08;74.18;12.57;12.63;7.27;7.35;10377;10777;70.52;71.12
330;Provinsi Jawa Timur;2018;2562870000000;3549120000000;37528220237;35598485109;166478000000;10480900000000;5129630000000;249834000000;1416040000000;39698631;70.8;70.97;13.08;13.09;7.34;7.39;10566;10973;70.27;70.77
331;Provinsi Kalimantan Barat;2018;495806000000;427956000000;36891546740;0;4494003444;1706370000000;933011000000;41409924174;734062000000;5001664;69.92;70.18;12.5;12.55;7.05;7.12;8472;8860;66.26;66.98
332;Provinsi Kalimantan Selatan;2018;580283000000;1036900000000;50576029008;33861794756;21444075011;1188680000000;1265100000000;103338000000;554061000000;4182695;68.02;68.23;12.46;12.5;7.99;8;11600;12062;69.65;70.17
333;Provinsi Kalimantan Tengah;2018;454435000000;451019000000;45294931980;13345463367;28930729739;1039800000000;858222000000;52915720749;904669000000;2660209;69.59;69.64;12.45;12.55;8.29;8.37;10492;10931;69.79;70.42
334;Provinsi Kalimantan Timur;2018;499702000000;1062300000000;38298485881;15721803158;15668960455;1741210000000;1079720000000;51838883398;1743590000000;3648835;73.7;73.96;13.49;13.67;9.36;9.48;11612;11917;75.12;75.83
335;Provinsi Kalimantan Utara;2018;211339000000;305259000000;35307607690;9773994098;15482123399;612851000000;370396000000;26557051396;549835000000;682783;72.47;72.5;12.79;12.82;8.62;8.87;8643;8943;69.84;70.56
336;Provinsi Kepulauan Riau;2018;307538000000;298462000000;36985099239;20126588464;32087682109;1051130000000;692064000000;34797745882;475106000000;2136521;69.48;69.64;12.81;12.82;9.79;9.81;13566;13976;74.45;74.84
337;Provinsi Lampung;2018;331006000000;558243000000;56301092999;10889687460;23296531851;2261670000000;1541000000000;55426989367;1490690000000;8370485;69.95;70.18;12.46;12.61;7.79;7.82;9413;9858;68.25;69.02
338;Provinsi Maluku;2018;314518000000;245408000000;32203779870;27366686385;41433484327;982482000000;739380000000;30887290599;485401000000;1773776;65.4;65.59;13.73;13.91;9.27;9.38;8215;8433;68.19;68.87
339;Provinsi Nusa Tenggara Barat;2018;341225000000;530903000000;90944545629;61694256818;35753908464;1498970000000;1177410000000;62700470487;869153000000;5013687;65.55;65.87;13.46;13.47;6.9;7.03;9877;10284;66.58;67.3
340;Provinsi Papua;2018;606828000000;765141000000;66840826106;21719111393;48320317430;4423080000000;1353970000000;69335542024;839057000000;3322526;65.14;65.36;10.54;10.83;6.27;6.52;6996;7159;59.09;60.06
341;Provinsi Riau;2018;421360000000;758832000000;40779867217;148503000000;73595311778;2220900000000;1887030000000;65423427306;1192760000000;6814909;70.99;71.19;13.03;13.11;8.76;8.92;10677;10968;71.79;72.44
342;Provinsi Sulawesi Barat;2018;204995000000;163265000000;21174548276;7968678384;13334141722;641839000000;330397000000;28301183929;162599000000;1355554;64.34;64.58;12.48;12.59;7.31;7.5;8736;9051;64.3;65.1
343;Provinsi Sulawesi Selatan;2018;748712000000;674165000000;25813330270;23153950177;34715489499;2806170000000;2669500000000;114262000000;608198000000;8771970;69.84;70.08;13.28;13.34;7.95;8.02;11118;10814;70.34;70.9
344;Provinsi Sulawesi Tenggara;2018;402297000000;290801000000;33359920856;17983432411;19401401194;1052870000000;1051210000000;26047545876;357829000000;2653654;70.47;70.72;13.36;13.53;8.46;8.69;9094;9262;69.86;70.61
345;Provinsi Sulawesi Utara;2018;333202000000;268356000000;23761510184;11595783546;35964821947;1001760000000;926725000000;46755462444;476693000000;2484392;71.04;71.26;12.66;12.68;9.14;9.24;10422;10731;71.66;72.2
346;Provinsi Sumatera Selatan;2018;297001000000;433163000000;31422645701;23097124243;27421891901;2853930000000;1626320000000;57282884617;1414120000000;8391489;69.18;69.41;12.35;12.36;7.99;8;10220;10652;68.86;69.39
347;Kab. Jayawijaya;2018;69116134870;253876000000;20774597512;10962135910;12626154207;594468000000;93068190559;24182377210;114464000000;214994;58.67;58.99;11.3;11.58;4.99;5.17;7524;7637;55.99;56.82
348;Kab. Buton Tengah;2019;42110004369;64251817316;7362384447;4153954883;16189982206;158586000000;108356000000;9467650777;116375000000;93091;69.97;67.5;12.35;12.7;7.28;7.29;716;7264;63.46;64.06
349;Kab. Konawe Kepulauan;2019;33003994131;49356599858;12480898259;3414133786;5593710606;121740000000;79516717378;5841333989;139339000000;34219;71.99;68.25;11.59;11.81;9.17;9.18;6601;6832;64.36;65.05
350;Kab. Aceh Barat;2019;103413000000;270346000000;21826296417;9739797679;6909376280;158729000000;298932000000;31989727173;150222000000;210113;67.72;67.93;14.58;14.59;9.08;9.09;9134;9692;70.47;71.22
351;Kab. Aceh Barat Daya;2019;123316000000;169695000000;7964742866;4955378871;0;144175000000;206667000000;12515630002;166444000000;150393;64.65;64.91;13.56;13.57;8.13;8.35;8093;8491;65.67;66.56
353;Kab. Aceh Selatan;2019;116383000000;283011000000;14525297950;13021826876;7362556212;232318000000;388748000000;19894733719;131500000000;238081;64.02;64.27;14.15;14.41;8.38;8.59;7891;8187;65.92;66.9
354;Kab. Aceh Tamiang;2019;79973415776;190290000000;16091004834;23664461173;0;220248000000;318984000000;10640261545;214584000000;295011;69.28;69.52;13.57;13.58;8.7;8.89;8032;8362;68.45;69.23
355;Kab. Aceh Tengah;2019;70601649895;294883000000;14410735659;16306541791;13701726437;173839000000;303166000000;19396687136;190951000000;212494;68.62;68.82;14.25;14.26;9.68;9.69;10394;10782;72.64;73.14
356;Kab. Aceh Tenggara;2019;79335856057;135990000000;25874441146;12134991529;13742740656;194566000000;342967000000;37040549584;167151000000;216495;67.77;68.04;13.98;13.99;9.64;9.65;7685;8067;68.67;69.36
357;Kab. Aceh Utara;2019;106604000000;450400000000;16608732481;49768928578;24213624274;259320000000;716793000000;13045488787;247144000000;619407;68.61;68.79;14.68;14.69;8.11;8.46;7919;8189;68.36;69.22
358;Kab. Asahan;2019;118601000000;214598000000;24928583503;11449959488;0;364463000000;517899000000;29626240440;241005000000;729795;67.79;68.11;12.56;12.59;8.47;8.49;10735;10983;69.49;69.92
359;Kab. Balangan;2019;124892000000;186177000000;41053186686;15328249620;5842541214;246869000000;252680000000;18924205292;255729000000;131428;67.37;67.59;12.36;12.37;7.04;7.27;11442;11557;67.88;68.39
360;Kab. Bandung;2019;319776000000;929251000000;109253000000;150019000000;28700038524;696885000000;2013500000000;71074926438;834559000000;3775279;73.26;73.4;12.64;12.68;8.58;8.79;10203;10502;71.75;72.41
361;Kab. Bandung Barat;2019;186897000000;317841000000;42010471711;31028707613;17320162863;500544000000;1023470000000;61696449190;283942000000;1699896;72.03;72.18;11.83;11.86;7.97;8.18;8329;8684;67.46;68.27
362;Kab. Banggai Kepulauan;2019;51654573134;145405000000;12049139535;12607653159;7046088710;176368000000;201458000000;8779675187;126529000000;376810;65.12;65.71;12.95;12.96;8.14;8.19;7545;7650;64.68;65.13
363;Kab. Banggai Laut;2019;51605134780;89605745996;10124349111;8811246680;11028392528;197922000000;111050000000;6311600091;177757000000;128320;64.21;64.79;12.57;12.64;8.44;8.51;7810;7927;64.8;65.27
364;Kab. Bangka;2019;61805029825;207648000000;16434537431;19562983861;5298655250;286247000000;336048000000;23263749873;150014000000;189824;70.73;70.99;12.68;12.76;8.2;8.23;12043;12480;71.8;72.39
365;Kab. Bangka Barat;2019;38075929274;136589000000;11017882754;10597275760;10834112107;167438000000;253370000000;13046998333;137510000000;196196;69.73;69.99;11.51;11.52;7.18;7.21;12011;12275;68.68;69.05
366;Kab. Bangka Selatan;2019;61159265547;145502000000;20291372921;5875170846;16336482858;162832000000;226880000000;13402432117;162635000000;129572;67.47;67.9;11.35;11.36;6.36;6.42;11573;11910;65.98;66.54
367;Kab. Bangka Tengah;2019;55235590180;124531000000;16872621013;10847370074;25515290809;213228000000;229545000000;24672322935;89543766364;209973;70.78;71.16;11.75;11.76;6.8;7.13;12836;13070;69.52;70.33
368;Kab. Bangkalan;2019;169264000000;406463000000;26947042155;25160471028;8649071724;319723000000;636142000000;29064097598;258918000000;978892;69.94;70.11;11.57;11.58;5.33;5.66;8192;8393;62.87;63.79
369;Kab. Banjarnegara;2019;66430849637;331248000000;12466417214;2749135230;16482640476;276481000000;732548000000;18396415993;276013000000;923192;73.91;74.01;11.42;11.45;6.28;6.5;9160;9547;66.54;67.34
370;Kab. Bantaeng;2019;91291041595;258421000000;11632243096;13375397466;7431198375;176666000000;269805000000;7556755274;92062080435;187626;70.11;70.42;12.01;12.03;6.47;6.48;11153;10751;67.76;68.3
372;Kab. Banyumas;2019;114978000000;638835000000;19200888471;116755000000;11750061260;437326000000;1136750000000;22233457966;302481000000;1693006;73.45;73.55;12.64;12.82;7.41;7.42;11240;11703;71.3;71.96
373;Kab. Barito Timur;2019;71081000891;107366000000;13905322360;8371684421;6397659532;197216000000;216102000000;11258099963;92204020717;126874;68.06;68.14;12.81;12.82;9.05;9.2;11000;11333;70.82;71.34
374;Kab. Barito Utara;2019;73834331704;203368000000;17727712031;39201528798;10813844928;198966000000;312911000000;11576522831;201816000000;130713;71.28;71.29;12.4;12.48;8.59;8.6;9357;10010;69.72;70.52
375;Kab. Barru;2019;37399726267;169479000000;11468910166;13836446156;7834832170;189431000000;286300000000;18575133100;152039000000;174323;68.6;68.91;13.56;13.57;7.86;7.96;10622;10285;70.05;70.6
376;Kab. Batang;2019;69812397081;297205000000;9319184974;368885434;13876579790;318882000000;560615000000;23311445016;137644000000;768583;74.56;74.59;11.88;12;6.62;6.63;9203;9573;67.86;68.42
377;Kab. Batanghari;2019;77562075665;157667000000;28303603864;12754327484;0;314822000000;337089000000;27754721557;190171000000;274015;70.26;70.44;12.9;12.91;7.82;7.85;9833;10038;69.33;69.67
378;Kab. Batu Bara;2019;71349451806;119266000000;25471689089;12609716011;4334231917;254395000000;328972000000;26493985400;168437000000;416493;66.38;66.75;12.52;12.62;7.84;8.02;10385;10575;67.67;68.35
379;Kab. Bekasi;2019;245335000000;796850000000;99384864066;230399000000;31873680587;761150000000;1533140000000;80337479953;1080750000000;3763886;73.43;73.56;13.05;13.08;8.84;8.84;11155;11610;73.49;73.99
380;Kab. Belitung;2019;75362666457;228927000000;19056706939;22239199365;24741276986;181761000000;256774000000;14723282735;159689000000;213163;70.64;70.94;11.83;11.84;8.15;8.41;13281;13662;71.7;72.46
381;Kab. Belitung Timur;2019;61726065284;157135000000;19493324558;13148467366;15969988495;161300000000;231279000000;17440590779;82258467428;212727;71.59;71.9;11.49;11.51;8.14;8.15;11302;11831;70.22;70.84
382;Kab. Belu;2019;66756467360;192842000000;14152673538;11558113996;20724608362;185431000000;237698000000;12342153456;111722000000;220115;63.81;64.35;12.25;12.26;7.08;7.11;7403;7677;61.86;62.54
383;Kab. Bener Meriah;2019;80825023340;173871000000;8143373096;13988154950;10364498928;165799000000;205843000000;8023502811;134149000000;148175;68.99;69.19;13.44;13.45;9.56;9.78;10626;11124;72.14;72.97
384;Kab. Bengkalis;2019;224992000000;444481000000;7804361574;44720682515;32006144898;711145000000;940652000000;32792821782;861560000000;573003;70.85;71.11;12.83;12.86;9.21;9.41;11640;11753;72.94;73.44
385;Kab. Bengkayang;2019;52603901554;203586000000;8717980364;1019217116;4545426777;178618000000;301143000000;9218163561;68945521005;255261;73.28;73.67;12.01;12.08;6.27;6.53;9072;9182;66.85;67.57
386;Kab. Bengkulu Selatan;2019;54859226324;203158000000;15045404779;11511169604;6393210270;180551000000;267131000000;15834038264;88969501412;158400;67.45;67.79;13.59;13.6;9.01;9.02;9592;9813;69.85;70.27
387;Kab. Bengkulu Tengah;2019;48298181861;90645272209;19488651144;5237081671;13226449277;150170000000;188472000000;13174821567;117649000000;114700;67.82;68.12;12.97;13.02;7.14;7.22;9102;9435;66.65;67.3
388;Kab. Bengkulu Utara;2019;80471858109;178708000000;11675903263;9077433791;6929598613;226300000000;324308000000;12897651719;154730000000;310000;67.42;68.04;12.84;12.86;7.85;7.86;10098;10336;68.36;68.8
389;Kab. Biak Numfor;2019;53627760729;302001000000;11463600206;21729916307;11526528845;324382000000;195948000000;19613144887;65862604531;152401;68;68.2;13.94;13.95;10;10.22;9969;10211;71.96;72.57
390;Kab. Bintan;2019;80458422287;170681000000;35154392258;9349524640;17822017543;329043000000;279424000000;28754579636;252959000000;159403;70.21;70.3;12.75;12.95;8.35;8.36;14256;14730;73.41;73.98
391;Kab. Bireuen;2019;98648143661;337445000000;8880471045;0;0;242659000000;447542000000;18324678942;230277000000;471635;70.92;71.16;14.81;14.82;9.17;9.27;8378;8889;71.37;72.27
392;Kab. Blitar;2019;128884000000;449262000000;30822913559;26843727313;16388053543;382978000000;826035000000;25951905209;248295000000;1157500;73.16;73.39;12.43;12.44;7.27;7.29;9828;10327;69.93;70.57
393;Kab. Bogor;2019;409476000000;1456770000000;72314380005;135291000000;29235017143;1162410000000;2415090000000;115622000000;956541000000;5965410;70.86;71.01;12.44;12.47;7.88;8.29;10323;10683;69.69;70.65
394;Kab. Bombana;2019;87000379029;160082000000;11283563713;8602500447;5243672409;192274000000;189881000000;12050857573;105737000000;184570;70.24;68.54;11.82;11.83;7.54;7.74;819;8344;65.04;65.65
395;Kab. Bone;2019;81711166714;433609000000;22666698447;12940444338;4730536428;619247000000;533555000000;15733809060;179015000000;758589;66.5;66.88;12.67;12.8;6.97;6.98;8686;8470;65.04;65.67
396;Kab. Boven Digoel;2019;92793856251;183721000000;19770054690;1958099728;8313875400;319529000000;130432000000;29243849030;382284000000;69211;59.16;59.64;10.99;11.06;8.32;8.55;8211;8300;60.83;61.51
398;Kab. Brebes;2019;125477000000;473876000000;23913666603;30485855876;15652764425;372314000000;1017810000000;29876458333;381850000000;1809096;68.84;69.04;12.02;12.03;6.19;6.2;9890;10238;65.68;66.12
399;Kab. Bulukumba;2019;77420620042;290498000000;11973865893;16647667003;15435596821;179590000000;454805000000;25604223414;198145000000;420603;67.27;67.69;12.79;12.91;7.34;7.43;10331;10217;67.7;68.28
400;Kab. Bulungan;2019;86792324880;204985000000;20873949375;16535497528;8908261876;261148000000;302030000000;20000797836;197129000000;133166;72.55;72.6;12.98;12.99;8.92;8.93;9310;9648;71.23;71.66
401;Kab. Bungo;2019;76388863285;257992000000;21884185625;14338740961;4435715696;209783000000;330054000000;11463979526;230633000000;372690;67.42;67.61;12.6;12.61;8.09;8.15;11352;11662;69.42;69.86
402;Kab. Buru Selatan;2019;51373190927;87340419004;13549032025;10054625954;7452698138;183652000000;114616000000;9873120069;97791424638;63328;65.92;66.13;12.28;12.68;7.13;7.7;7337;7627;63.62;64.42
403;Kab. Ciamis;2019;123965000000;410619000000;29330267557;0;19255185137;328562000000;1003780000000;15905497300;343771000000;1195176;71.32;71.57;13.67;13.79;7.6;7.69;9190;9557;69.63;70.39
404;Kab. Cianjur;2019;117741000000;789961000000;33361592934;51331754803;15136221105;369267000000;1285570000000;25318532358;591979000000;2263072;69.7;69.91;11.9;11.98;6.93;6.97;7874;8290;64.62;65.38
405;Kab. Cilacap;2019;153221000000;578655000000;30727750249;28665021083;3839553843;431255000000;1095030000000;23839935618;434510000000;1727098;73.39;73.52;12.48;12.49;6.92;6.93;10274;10639;69.56;69.98
407;Kab. Deiyai;2019;55892530066;65037770819;11343258763;4591735752;7049018899;385646000000;84519719453;23462213992;84087092598;73199;64.83;65.11;9.79;9.8;2.99;3;4761;4958;49.55;50.11
408;Kab. Deli Serdang;2019;148194000000;476702000000;57980781625;67332345383;9742427985;501028000000;1162080000000;27070718955;635975000000;2195709;71.31;71.61;13.32;13.34;9.92;10.08;12132;12317;74.92;75.43
409;Kab. Demak;2019;118720000000;407234000000;22120831291;21939351355;6909850146;278299000000;655767000000;17745239573;370754000000;1162805;75.29;75.31;12.86;13.01;7.48;7.55;10001;10344;71.26;71.87
