No;nama_pemda;Tahun;Ekonomi;Kesehatan;Ketertiban;Lingkungan;ParBud;Pelayanan;Pendidikan;Sosial;Rumah_Fasum;Populasi;Base_AHH;Target_AHH;Base_HLS;Target_HLS;Base_RLS;Target_RLS;Base_PPK;Target_PPK;Base_IPM;Target_IPM
239;Kab. Sumba Barat;2018;54596996600;1,91809E+11;10138032639;13680710158;8708040412;1,35417E+11;1,40162E+11;13032592679;1,44031E+11;127872;66,2;66,58;12,87;12,88;6,51;6,52;6997;7275;62,3;62,91
240;Kab. Sumba Barat Daya;2018;51865521710;1,13255E+11;17509786779;6516671659;5283747910;1,33403E+11;2,66808E+11;10905076778;81947166840;338427;67,76;68,02;13,03;13,04;6,31;6,32;6134;6298;61,46;61,89
241;Kab. Sumba Timur;2018;82992671177;2,0312E+11;9951270710;8214904183;7532280228;1,66386E+11;2,89869E+11;28679796778;1,57468E+11;255601;64,12;64,45;12,79;12,8;6,73;6,74;9093;9351;64,19;64,65
242;Kab. Sumbawa Barat;2018;1,1641E+11;1,39497E+11;11634981056;21584842105;10616312174;2,15158E+11;2,34396E+11;27240730501;3,10941E+11;144707;66,98;67,34;13,59;13,6;8,18;8,24;11066;11496;70,08;70,71
243;Kab. Sumedang;2018;1,50117E+11;4,16166E+11;32797582953;24148632364;9762128620;4,13072E+11;1,10873E+12;15648540696;1,79185E+11;1149906;72;72,14;12,93;12,94;7,98;8,17;9569;10153;70,07;70,99
244;Kab. Tabalong;2018;1,14842E+11;2,0929E+11;26748931582;43373188056;5894914586;2,79632E+11;3,32597E+11;26914553266;2,32986E+11;250809;69,95;70,12;12,47;12,53;8,56;8,57;10977;11227;70,76;71,14
245;Kab. Takalar;2018;58592167077;2,37242E+11;0;19074761073;6913794359;1,85977E+11;3,25139E+11;12259712319;1,20368E+11;295892;66,38;66,64;12,21;12,22;6,77;6,91;10474;10134;65,48;66,07
246;Kab. Tanah Bumbu;2018;79182643162;2,40984E+11;22213926209;29229272908;6248160056;2,91516E+11;3,73646E+11;22124836459;1,74784E+11;351673;69,44;69,74;12;12,33;7,67;7,7;11244;11710;69,12;70,05
247;Kab. Tanah Laut;2018;58156385676;2,83126E+11;17244375505;10547680584;6878578525;2,13818E+11;4,13128E+11;13763499965;2,09593E+11;339195;68,89;69,08;11,82;11,95;7,37;7,38;10925;11209;68;68,49
248;Kab. Tanggamus;2018;51837324806;1,48189E+11;10931265299;6213343623;11412052652;3,37363E+11;4,98485E+11;15652016451;1,13559E+11;592603;67,8;68,04;12,14;12,15;6,88;6,96;8661;9107;64,94;65,67
249;Kab. Tanjung Jabung Timur;2018;1,23823E+11;1,05555E+11;6802853672;7389376610;0;1,63631E+11;3,02945E+11;10483676275;2,74997E+11;218413;65,69;65,86;11,8;11,85;6,33;6,34;8403;8904;62,61;63,32
250;Kab. Tapanuli Tengah;2018;49355760121;1,9367E+11;20123422567;12030430607;7731043135;2,1572E+11;3,36348E+11;16848487328;1,49498E+11;370171;66,66;66,82;12,65;12,66;8,28;8,29;9852;10067;67,96;68,27
251;Kab. Tapanuli Utara;2018;75590934874;1,91653E+11;14812898850;10091064741;10204883801;1,99546E+11;4,04296E+11;9255937416;1,4761E+11;299881;67,86;68,11;13,65;13,66;9,46;9,65;11407;11607;72,38;72,91
252;Kab. Tapin;2018;87817333530;1,40461E+11;14283336151;19864580239;5928475505;1,96584E+11;2,66559E+11;12553593169;1,94855E+11;189081;69,77;69,98;11,52;11,85;7,53;7,54;11411;11847;68,7;69,53
253;Kab. Tasikmalaya;2018;2,41442E+11;3,04128E+11;10204152713;13130043654;13980946694;4,44609E+11;1,44096E+12;26429399645;4,00646E+11;1751295;68,71;68,96;12,47;12,48;7,12;7,13;7250;7761;64,14;65
254;Kab. Tegal;2018;1,11604E+11;3,94094E+11;17475373244;59173910810;14926040488;4,06678E+11;8,40743E+11;29802598975;2,52876E+11;1437225;71,14;71,28;12,06;12,34;6,55;6,7;9136;9433;66,44;67,33
255;Kab. Teluk Wondama;2018;89344797158;89916834737;14983638489;9363078848;11679792424;2,36587E+11;79995512571;41206546736;1,55668E+11;31769;59,26;59,53;10,81;11,05;6,67;6,75;7694;7921;58,1;58,86
256;Kab. Temanggung;2018;84705220270;2,90138E+11;13486499051;24454777356;7225526048;2,53263E+11;5,01832E+11;17768903708;1,34978E+11;765594;75,42;75,47;12,07;12,08;6,9;6,94;8794;9142;68,34;68,83
257;Kab. Timor Tengah Selatan;2018;86833870072;2,32394E+11;11957168365;5619682279;7004811769;2,43867E+11;4,33492E+11;20286118421;1,47933E+11;465970;65,65;65,91;12,54;12,55;6,39;6,47;6676;6855;61,08;61,58
258;Kab. Toba Samosir;2018;71702380733;1,22599E+11;15886671238;25494578687;8559261043;1,58953E+11;2,73456E+11;12070637699;1,52199E+11;182673;69,36;69,59;13,25;13,26;10,1;10,34;11846;12095;73,87;74,48
259;Kab. Tojo Una Una;2018;74484822294;1,69906E+11;12942545768;4502405697;14693010665;3,77104E+11;2,26915E+11;18699679438;1,02555E+11;237010;64,07;64,61;12,12;12,155;7,9;8,16;7465;7608;62,61;63,38
260;Kab. Toraja Utara;2018;75772103520;1,42706E+11;14377470552;10000684258;11896124729;2,27067E+11;2,20572E+11;12164467059;1,45631E+11;229798;72,94;73,09;13,34;13,35;7,73;7,76;8083;7783;67,9;68,49
261;Kab. Trenggalek;2018;1,16178E+11;3,1564E+11;33282082718;31012503828;14585594149;2,0849E+11;5,95513E+11;15974464856;1,71059E+11;696295;73,15;73,35;12,08;12,1;7,2;7,27;8668;9034;68,1;68,71
262;Kab. Tulang Bawang;2018;55501034372;1,58853E+11;16604375900;12707348992;6760977541;2,36075E+11;2,64296E+11;12689275910;2,06374E+11;445797;69,41;69,59;11,71;11,73;7,15;7,22;10098;10553;67,07;67,7
263;Kab. Wakatobi;2018;59127004249;95665081065;6974858552;7936929616;25236624066;1,76452E+11;1,75301E+11;14448288192;1,37577E+11;95737;69,59;68,17;13,14;13,15;7,71;7,72;8800;9136;67,99;68,52
264;Kab. Wonogiri;2018;1,70663E+11;3,51331E+11;13234812094;25631862560;0;2,55835E+11;8,76168E+11;14758941329;2,07261E+11;957106;76;76,05;12,44;12,45;6,68;6,88;8765;9117;68,66;69,37
265;Kab. Wonosobo;2018;1,17676E+11;2,91091E+11;23004540960;23321660546;23120645321;2,37645E+11;6,02866E+11;19920584357;2,36818E+11;787384;71,3;71,46;11,68;11,69;6,51;6,75;9969;10503;66,89;67,81
266;Kab. Jayawijaya;2018;69116134870;2,53876E+11;20774597512;10962135910;12626154207;5,94468E+11;93068190559;24182377210;1,14464E+11;214994;58,67;58,99;11,3;11,58;4,99;5,17;7524;7637;55,99;56,82
267;Kab. Pamekasan;2018;59238166843;2,9047E+11;22374528257;15455752935;9135265895;2,71541E+11;5,84737E+11;21218540578;1,83916E+11;879992;67,05;67,22;13,6;13,61;6,25;6,35;8086;8311;64,93;65,41
268;Kota Ambon;2018;73161548976;92249350605;19039063065;39234842729;10790759281;2,821E+11;3,9371E+11;23334137644;1,51965E+11;461699;69,92;70,12;15,9;15,91;11,64;11,65;13497;13699;79,82;80,24
269;Kota Banda Aceh;2018;85486248349;2,04206E+11;19647048091;58824482719;9777446576;2,01104E+11;2,88472E+11;24952235542;1,07125E+11;265111;70,96;70,1;17,1;17,26;12,59;12,6;25917;16234;83,95;84,37
270;Kota Bandung;2018;4,17648E+11;1,17589E+12;1,35962E+11;1,64506E+11;63179499655;1,84751E+12;1,54257E+12;1,35437E+11;6,30221E+11;2503708;73,86;74;13,9;14,18;10,59;10,63;16033;16630;80,31;81,06
271;Kota Banjarbaru;2018;41393116724;2,34912E+11;15780715477;28404047603;2952119090;2,37382E+11;2,42109E+11;15880087852;2,15718E+11;255597;71,5;71,67;14,78;14,79;10,77;10,93;13279;13590;78,32;78,83
272;Kota Banjarmasin;2018;68803626492;1,95017E+11;28250475378;75774216377;13711806773;3,11284E+11;4,51654E+11;24854895352;2,51084E+11;700869;70,55;70,75;13,9;13,91;9,92;9,93;13899;14256;76,46;76,83
273;Kota Batam;2018;3,81671E+11;3,06229E+11;54139375795;77735270183;12620739093;3,94803E+11;5,57826E+11;52200629404;5,42582E+11;1329773;73,19;73,24;12,94;12,95;11,11;11,12;17131;17560;80,26;80,54
274;Kota Batu;2018;74855178249;36453470716;33122584234;39077484980;15219593996;2,34274E+11;2,08692E+11;25349667138;99832668084;207490;72,25;72,37;14,02;14,03;8,46;8,77;11648;12057;74,26;75,04
275;Kota Bengkulu;2018;55478323808;1,48868E+11;13806357173;18631105968;5668308539;2,69217E+11;3,1133E+11;22759199585;1,89054E+11;376480;69,52;69,72;15,58;16;11,57;11,58;13164;13633;78,82;79,67
276;Kota Binjai;2018;64510114880;1,83856E+11;29253433545;25809936553;6836737812;1,85382E+11;2,6096E+11;14990831407;1,62415E+11;273892;71,75;71,95;13,58;13,59;10,58;10,75;10487;10750;74,65;75,21
277;Kota Bukit Tinggi;2018;40852373431;60196256895;38642440173;32714512066;35133736748;2,52163E+11;1,41924E+11;16340780390;85816737878;52994;73,69;73,91;14,94;14,95;11,3;11,31;12816;13035;79,8;80,11
278;Kota Cilegon;2018;1,19193E+11;2,34755E+11;23565582252;43656662994;10137085305;5,02993E+11;4,20337E+11;34977736488;1,99559E+11;431305;66,32;66,43;13,12;13,13;9,69;9,73;12562;12900;72,29;72,65
279;Kota Cimahi;2018;1,00269E+11;3,16407E+11;71914375085;48670778761;25599589442;3,449E+11;3,61794E+11;15364626078;2,04154E+11;607811;73,61;73,75;13,76;13,77;10,93;10,94;11353;11921;76,95;77,56
280;Kota Depok;2018;1,59522E+11;3,56569E+11;66284017333;1,68504E+11;0;5,61151E+11;7,45455E+11;77161891504;6,30437E+11;2330333;74,04;74,17;13,87;13,9;10,84;10,85;14727;15262;79,83;80,29
281;Kota Gunungsitoli;2018;29226474184;69224365746;6445726042;8785537935;5817834225;1,19318E+11;1,66721E+11;8652560729;1,73315E+11;140927;70,42;70,67;13,69;13,71;8,4;8,41;7300;7639;67,68;68,33
282;Kota Jambi;2018;87614416985;2,74276E+11;30140399528;35064790738;6760293911;3,29907E+11;4,41829E+11;17486162682;3,54235E+11;598103;72,33;72,43;14,23;14,62;10,66;10,67;11648;11912;76,74;77,41
283;Kota Kendari;2018;58895847795;1,7385E+11;0;24345615533;6387427965;2,88575E+11;3,16359E+11;34101078888;3,17801E+11;381628;73,02;67,33;16,06;16,2;11,68;11,69;13995;14168;81,83;82,22
284;Kota Kotamobagu;2018;34849957636;1,83766E+11;15403426511;10810484902;3805130356;1,64293E+11;1,27301E+11;27251724410;91222835420;126198;69,72;69,97;12,68;12,75;9,98;10,04;10366;10663;72;72,55
285;Kota Langsa;2018;33722900385;2,07351E+11;13109580431;29145877717;4060730000;1,54662E+11;1,62653E+11;15352391912;69677844383;174318;69,06;69,16;15,18;15,19;10,9;11,06;11261;11497;75,89;76,34
286;Kota Lhokseumawe;2018;27932698911;83895692092;12072192125;29938553709;1923022700;1,8429E+11;1,84538E+11;13881793678;1,34698E+11;203284;71,14;71,27;15,17;15,18;10,88;10,89;10673;10863;76,34;76,62
287;Kota Lubuk Linggau;2018;48653352312;1,29834E+11;16542862595;11590256994;5193212974;2,38525E+11;2,00131E+11;10420075520;1,98615E+11;229889;68,64;68,83;13,3;13,31;9,5;9,51;12878;13288;73,67;74,09
288;Kota Magelang;2018;66962637548;3,05893E+11;20587859129;48182540880;6891847234;1,81766E+11;1,84202E+11;12330824850;1,09867E+11;121872;76,66;76,72;13,79;13,8;10,3;10,31;11525;11994;77,84;78,31
289;Kota Makassar;2018;1,54711E+11;4,53371E+11;16951656082;1,41018E+11;42920412772;1,18552E+12;8,38996E+11;59887058886;6,29617E+11;1508154;71,51;71,7;15,18;15,55;11,08;11,09;16989;16597;81,13;81,73
290;Kota Medan;2018;2,13939E+11;6,02667E+11;1,24067E+11;3,30248E+11;42148930064;1,12538E+12;8,72522E+11;1,16083E+11;7,86426E+11;2264145;72,4;72,64;14,45;14,72;11,25;11,37;14613;14845;79,98;80,65
291;Kota Metro;2018;52168879809;2,06215E+11;12086893985;12694933092;5350663939;2,00228E+11;2,01474E+11;14503196176;1,63526E+11;165193;71,13;71,29;14,28;14,29;10,57;10,61;11397;11636;75,87;76,22
292;Kota Padang Panjang;2018;41626949827;1,21214E+11;20505858695;0;8682897552;1,69465E+11;1,14553E+11;17322517828;1,19612E+11;61898;72,46;72,58;15,03;15,04;11,43;11,44;10240;10440;77,01;77,3
293;Kota Padang Sidempuan;2018;48257749282;1,46493E+11;31500163785;29988429899;5638064021;1,89603E+11;2,38441E+11;22941943888;71952644130;218892;68,41;68,73;14,5;14,51;10,56;10,63;10464;10795;73,81;74,38
294;Kota Pagar Alam;2018;44290047109;99279918495;10898179608;9955221575;7191515547;2,5712E+11;1,27373E+11;9230518611;90264816043;137964;65,87;66,14;12,82;12,83;8,93;9,08;8352;8758;66,81;67,62
295;Kota Palangkaraya;2018;72261869463;1,04159E+11;19469458243;12787517881;9527701996;2,70611E+11;3,25829E+11;13800907817;2,51549E+11;283612;73,13;73,16;14,92;14,93;11,03;11,42;13435;13677;79,69;80,34
296;Kota Palopo;2018;90467543229;2,5813E+11;18553758254;34684407503;6366529511;2,3238E+11;1,80686E+11;18854578761;1,428E+11;180678;70,3;70,49;15,05;15,06;10,33;10,51;12986;12662;76,71;77,3
297;Kota Pangkal Pinang;2018;39866341806;1,36821E+11;27916848081;28799820020;6636360228;2,29753E+11;1,84543E+11;13593680973;2,14731E+11;1459873;72,64;72,86;12,78;12,83;9,77;9,78;14923;15560;76,86;77,43
298;Kota Pariaman;2018;50541199918;64643358904;24480982794;14836924984;23314604655;1,14001E+11;1,30507E+11;12274080561;1,08126E+11;133703;69,67;69,87;14,51;14,52;10,1;10,36;12425;12611;75,71;76,26
299;Kota Payakumbuh;2018;60700505709;1,42682E+11;11096088933;16150308888;22520412061;1,67792E+11;1,62605E+11;25626182048;1,06145E+11;128783;73,13;73,33;14,23;14,24;10,45;10,46;12858;13114;77,91;78,23
300;Kota Pekalongan;2018;70414761413;1,60167E+11;17351671095;46228120742;1977240500;2,10674E+11;2,44398E+11;19468836174;1,11706E+11;304477;74,19;74,25;12,78;12,79;8,56;8,57;11800;12312;73,77;74,24
301;Kota Pekanbaru;2018;2,0486E+11;1,97075E+11;55751731669;81171991316;8551441227;5,06008E+11;6,84647E+11;28766593329;4,53527E+11;1117359;71,75;71,94;14,93;15,34;11,21;11,22;14547;14778;80,01;80,66
302;Kota Pontianak;2018;93534871443;2,41739E+11;24124797742;1,77637E+11;0;2,73336E+11;4,34105E+11;20503143311;3,11516E+11;637723;72,17;72,41;14,72;14,81;9,79;9,9;13904;14322;77,93;78,56
303;Kota Prabumulih;2018;34784630239;1,67364E+11;10939197592;5590205549;326250000;3,03421E+11;1,79733E+11;14064532254;1,12759E+11;185895;69,67;69,88;12,88;12,89;9,68;9,71;12355;12765;73,58;74,04
304;Kota Sabang;2018;49284886171;88501325346;18009077202;18374516795;10040276536;1,29789E+11;1,08041E+11;14382473461;1,26095E+11;34571;70,09;70,21;13,58;13,66;10,7;10,97;10610;10899;74,1;74,82
305;Kota Salatiga;2018;1,08076E+11;2,54652E+11;10347048630;0;5439002232;1,85124E+11;2,05657E+11;15249410388;1,38993E+11;191571;76,98;77,11;14,99;15;10,15;10,4;14921;15464;81,68;82,41
306;Kota Samarinda;2018;2,39135E+11;3,26381E+11;61683912523;95451904572;15583056906;4,56529E+11;6,27899E+11;32562181925;6,60064E+11;858080;73,71;73,93;14,64;14,66;10,34;10,46;14175;14466;79,46;79,93
307;Kota Serang;2018;74503642803;1,34456E+11;23177521281;34909301468;10043736684;3,11024E+11;4,38583E+11;28125691132;1,7305E+11;677804;67,38;67,58;12,64;12,65;8,61;8,62;12914;13261;71,31;71,68
308;Kota Sibolga;2018;60352732476;1,52029E+11;18089081018;5831094800;11549362327;1,60669E+11;1,24869E+11;23571173532;79296115363;87317;68,05;68,36;13,12;13,13;9,87;9,91;11221;11405;72,28;72,65
309;Kota Singkawang;2018;72187600955;1,85197E+11;9949537900;14368929054;0;1,63518E+11;2,37851E+11;4501618670;1,56584E+11;219061;71,13;71,41;12,86;12,87;7,3;7,57;11122;11514;70,25;71,08
310;Kota Solok;2018;53800857438;71656512561;18832952194;16080464472;12176201390;2,78807E+11;52774674840;16125747208;1,27701E+11;939112;72,92;73,14;14,29;14,3;10,95;11,01;11673;11968;77,44;77,89
311;Kota Subulussalam;2018;45377619390;81499592983;6290819446;8536882643;2535219900;1,28196E+11;1,08923E+11;11434637672;77146699890;80215;63,56;63,69;14,19;14,2;7,12;7,39;6887;7039;62,88;63,48
312;Kota Sungai Penuh;2018;52486957902;59715042876;13905440123;18593867268;7053902050;1,44664E+11;1,69959E+11;12115268594;1,72138E+11;89944;71,71;71,84;14,76;14,77;9,55;9,84;9707;10186;73,75;74,67
313;Kota Surabaya;2018;4,55628E+11;9,42654E+11;1,67753E+11;1,04512E+12;50661622624;1,85647E+12;2,0241E+12;2,18458E+11;1,40639E+12;2896195;73,88;73,98;14,04;14,41;10,45;10,46;16295;16726;81,07;81,74
314;Kota Tangerang;2018;2,35749E+11;5,66353E+11;95266516041;1,96444E+11;68326199990;1,01957E+12;1,10618E+12;70932576188;9,27782E+11;2185304;71,38;71,45;13,44;13,83;10,29;10,51;14104;14443;77,01;77,92
315;Kota Tangerang Selatan;2018;1,11394E+11;4,44774E+11;65320845906;1,68129E+11;11478215240;9,47619E+11;6,77011E+11;36343862523;8,0756E+11;1696308;72,16;72,26;14,39;14,42;11,77;11,78;15291;15672;80,84;81,17
316;Kota Tanjung Balai;2018;37145111142;1,08228E+11;23953565057;22078684574;2536334050;1,75359E+11;1,33368E+11;28499287595;1,26062E+11;173302;62,28;62,6;12,44;12,47;9,14;9,24;10778;11102;67,41;68
317;Kota Tanjung Pinang;2018;45625851858;1,48123E+11;33178428577;16483018305;14217449255;2,19823E+11;2,32688E+11;32218905891;93207313898;209280;71,84;71,93;14,07;14,08;9,97;9,98;14881;15292;78;78,33
318;Kota Tasikmalaya;2018;1,55836E+11;3,80683E+11;26342273332;30815987908;2435333567;4,3653E+11;5,31299E+11;21095269675;3,28873E+11;662723;71,48;71,7;13,41;13,42;9,03;9,04;9497;9855;71,51;72,03
319;Kota Tegal;2018;64028843709;2,37238E+11;18471955691;22435773376;5374585110;2,01946E+11;2,58428E+11;13193915957;94963157627;249003;74,23;74,3;12,89;12,9;8,29;8,3;12283;12830;73,95;74,44
320;Kota Ternate;2018;76353171950;73012132594;14235909877;20921863562;9521687855;2,92835E+11;2,32785E+11;14846054521;1,62989E+11;228105;70,27;70,5;15,3;15,72;11,25;11,26;12989;13166;78,48;79,13
321;Kota Tidore Kepulauan;2018;53913119575;1,30297E+11;4638950215;10152284829;16033621891;2,46414E+11;1,65535E+11;13059918922;1,22048E+11;100415;68,64;68,87;13,9;13,91;9,39;9,63;8044;8232;69,25;69,89
322;Kota Yogyakarta;2018;1,65065E+11;3,18371E+11;37861030310;1,27572E+11;35501538427;4,06577E+11;3,88706E+11;25848624178;1,44897E+11;427498;74,35;74,45;16,82;17,05;11,43;11,44;18005;18629;85,49;86,11
323;Provinsi Aceh;2018;1,45282E+12;1,9097E+12;1,54284E+11;0;1,96044E+11;1,6916E+12;3,01048E+12;1,98947E+11;2,81215E+12;5281314;69,52;69,64;14,13;14,27;8,98;9,09;8957;9186;70,6;71,19
324;Provinsi Bangka Belitung;2018;2,13536E+11;2,40263E+11;25996555956;12522277977;20566172675;6,65483E+11;4,71661E+11;37073144385;2,45325E+11;330793;69,95;70,18;11,83;11,87;7,78;7,84;12066;12666;69,99;70,67
325;Provinsi Banten;2018;3,9966E+11;3,59616E+11;66652227152;48117710614;35210979076;3,14097E+12;1,82694E+12;81578913099;1,35074E+12;12689736;69,49;69,64;12,78;12,85;8,53;8,62;11659;11994;71,42;71,95
326;Provinsi DKI Jakarta;2018;3,74448E+12;8,91426E+12;7,03069E+11;2,67096E+12;3,36631E+12;1,64192E+13;1,44915E+13;1,91858E+12;8,83547E+12;10467629;72,55;72,67;12,86;12,95;11,02;11,05;17707;18128;80,06;80,47
327;Provinsi Gorontalo;2018;2,12277E+11;1,22763E+11;13240693818;36271220811;18123751667;5,45963E+11;4,44788E+11;34587725516;2,48909E+11;1185492;67,14;67,45;13,01;13,03;7,28;7,46;9532;9839;67,01;67,71
328;Provinsi Jambi;2018;3,16591E+11;4,58373E+11;36108097620;16925339839;29986311601;9,64304E+11;1,03352E+12;50358210680;6,18611E+11;3570272;70,76;70,89;12,87;12,9;8,15;8,23;9880;10357;69,99;70,65
329;Provinsi Jawa Tengah;2018;4,70705E+11;3,72073E+11;59297613343;9,02363E+11;0;3,43637E+11;2,05383E+12;63662328425;0;34490835;74,08;74,18;12,57;12,63;7,27;7,35;10377;10777;70,52;71,12
330;Provinsi Jawa Timur;2018;2,56287E+12;3,54912E+12;37528220237;35598485109;1,66478E+11;1,04809E+13;5,12963E+12;2,49834E+11;1,41604E+12;39698631;70,8;70,97;13,08;13,09;7,34;7,39;10566;10973;70,27;70,77
331;Provinsi Kalimantan Barat;2018;4,95806E+11;4,27956E+11;36891546740;0;4494003444;1,70637E+12;9,33011E+11;41409924174;7,34062E+11;5001664;69,92;70,18;12,5;12,55;7,05;7,12;8472;8860;66,26;66,98
332;Provinsi Kalimantan Selatan;2018;5,80283E+11;1,0369E+12;50576029008;33861794756;21444075011;1,18868E+12;1,2651E+12;1,03338E+11;5,54061E+11;4182695;68,02;68,23;12,46;12,5;7,99;8;11600;12062;69,65;70,17
333;Provinsi Kalimantan Tengah;2018;4,54435E+11;4,51019E+11;45294931980;13345463367;28930729739;1,0398E+12;8,58222E+11;52915720749;9,04669E+11;2660209;69,59;69,64;12,45;12,55;8,29;8,37;10492;10931;69,79;70,42
334;Provinsi Kalimantan Timur;2018;4,99702E+11;1,0623E+12;38298485881;15721803158;15668960455;1,74121E+12;1,07972E+12;51838883398;1,74359E+12;3648835;73,7;73,96;13,49;13,67;9,36;9,48;11612;11917;75,12;75,83
335;Provinsi Kalimantan Utara;2018;2,11339E+11;3,05259E+11;35307607690;9773994098;15482123399;6,12851E+11;3,70396E+11;26557051396;5,49835E+11;682783;72,47;72,5;12,79;12,82;8,62;8,87;8643;8943;69,84;70,56
336;Provinsi Kepulauan Riau;2018;3,07538E+11;2,98462E+11;36985099239;20126588464;32087682109;1,05113E+12;6,92064E+11;34797745882;4,75106E+11;2136521;69,48;69,64;12,81;12,82;9,79;9,81;13566;13976;74,45;74,84
337;Provinsi Lampung;2018;3,31006E+11;5,58243E+11;56301092999;10889687460;23296531851;2,26167E+12;1,541E+12;55426989367;1,49069E+12;8370485;69,95;70,18;12,46;12,61;7,79;7,82;9413;9858;68,25;69,02
338;Provinsi Maluku;2018;3,14518E+11;2,45408E+11;32203779870;27366686385;41433484327;9,82482E+11;7,3938E+11;30887290599;4,85401E+11;1773776;65,4;65,59;13,73;13,91;9,27;9,38;8215;8433;68,19;68,87
339;Provinsi Nusa Tenggara Barat;2018;3,41225E+11;5,30903E+11;90944545629;61694256818;35753908464;1,49897E+12;1,17741E+12;62700470487;8,69153E+11;5013687;65,55;65,87;13,46;13,47;6,9;7,03;9877;10284;66,58;67,3
340;Provinsi Papua;2018;6,06828E+11;7,65141E+11;66840826106;21719111393;48320317430;4,42308E+12;1,35397E+12;69335542024;8,39057E+11;3322526;65,14;65,36;10,54;10,83;6,27;6,52;6996;7159;59,09;60,06
341;Provinsi Riau;2018;4,2136E+11;7,58832E+11;40779867217;1,48503E+11;73595311778;2,2209E+12;1,88703E+12;65423427306;1,19276E+12;6814909;70,99;71,19;13,03;13,11;8,76;8,92;10677;10968;71,79;72,44
342;Provinsi Sulawesi Barat;2018;2,04995E+11;1,63265E+11;21174548276;7968678384;13334141722;6,41839E+11;3,30397E+11;28301183929;1,62599E+11;1355554;64,34;64,58;12,48;12,59;7,31;7,5;8736;9051;64,3;65,1
343;Provinsi Sulawesi Selatan;2018;7,48712E+11;6,74165E+11;25813330270;23153950177;34715489499;2,80617E+12;2,6695E+12;1,14262E+11;6,08198E+11;8771970;69,84;70,08;13,28;13,34;7,95;8,02;11118;10814;70,34;70,9
344;Provinsi Sulawesi Tenggara;2018;4,02297E+11;2,90801E+11;33359920856;17983432411;19401401194;1,05287E+12;1,05121E+12;26047545876;3,57829E+11;2653654;70,47;70,72;13,36;13,53;8,46;8,69;9094;9262;69,86;70,61
345;Provinsi Sulawesi Utara;2018;3,33202E+11;2,68356E+11;23761510184;11595783546;35964821947;1,00176E+12;9,26725E+11;46755462444;4,76693E+11;2484392;71,04;71,26;12,66;12,68;9,14;9,24;10422;10731;71,66;72,2
346;Provinsi Sumatera Selatan;2018;2,97001E+11;4,33163E+11;31422645701;23097124243;27421891901;2,85393E+12;1,62632E+12;57282884617;1,41412E+12;8391489;69,18;69,41;12,35;12,36;7,99;8;10220;10652;68,86;69,39
347;Kab. Jayawijaya;2018;69116134870;2,53876E+11;20774597512;10962135910;12626154207;5,94468E+11;93068190559;24182377210;1,14464E+11;214994;58,67;58,99;11,3;11,58;4,99;5,17;7524;7637;55,99;56,82
348;Kab. Buton Tengah;2019;42110004369;64251817316;7362384447;4153954883;16189982206;1,58586E+11;1,08356E+11;9467650777;1,16375E+11;93091;69,97;67,5;12,35;12,7;7,28;7,29;716;7264;63,46;64,06
349;Kab. Konawe Kepulauan;2019;33003994131;49356599858;12480898259;3414133786;5593710606;1,2174E+11;79516717378;5841333989;1,39339E+11;34219;71,99;68,25;11,59;11,81;9,17;9,18;6601;6832;64,36;65,05
350;Kab. Aceh Barat;2019;1,03413E+11;2,70346E+11;21826296417;9739797679;6909376280;1,58729E+11;2,98932E+11;31989727173;1,50222E+11;210113;67,72;67,93;14,58;14,59;9,08;9,09;9134;9692;70,47;71,22
351;Kab. Aceh Barat Daya;2019;1,23316E+11;1,69695E+11;7964742866;4955378871;0;1,44175E+11;2,06667E+11;12515630002;1,66444E+11;150393;64,65;64,91;13,56;13,57;8,13;8,35;8093;8491;65,67;66,56
353;Kab. Aceh Selatan;2019;1,16383E+11;2,83011E+11;14525297950;13021826876;7362556212;2,32318E+11;3,88748E+11;19894733719;1,315E+11;238081;64,02;64,27;14,15;14,41;8,38;8,59;7891;8187;65,92;66,9
354;Kab. Aceh Tamiang;2019;79973415776;1,9029E+11;16091004834;23664461173;0;2,20248E+11;3,18984E+11;10640261545;2,14584E+11;295011;69,28;69,52;13,57;13,58;8,7;8,89;8032;8362;68,45;69,23
355;Kab. Aceh Tengah;2019;70601649895;2,94883E+11;14410735659;16306541791;13701726437;1,73839E+11;3,03166E+11;19396687136;1,90951E+11;212494;68,62;68,82;14,25;14,26;9,68;9,69;10394;10782;72,64;73,14
356;Kab. Aceh Tenggara;2019;79335856057;1,3599E+11;25874441146;12134991529;13742740656;1,94566E+11;3,42967E+11;37040549584;1,67151E+11;216495;67,77;68,04;13,98;13,99;9,64;9,65;7685;8067;68,67;69,36
357;Kab. Aceh Utara;2019;1,06604E+11;4,504E+11;16608732481;49768928578;24213624274;2,5932E+11;7,16793E+11;13045488787;2,47144E+11;619407;68,61;68,79;14,68;14,69;8,11;8,46;7919;8189;68,36;69,22
358;Kab. Asahan;2019;1,18601E+11;2,14598E+11;24928583503;11449959488;0;3,64463E+11;5,17899E+11;29626240440;2,41005E+11;729795;67,79;68,11;12,56;12,59;8,47;8,49;10735;10983;69,49;69,92
359;Kab. Balangan;2019;1,24892E+11;1,86177E+11;41053186686;15328249620;5842541214;2,46869E+11;2,5268E+11;18924205292;2,55729E+11;131428;67,37;67,59;12,36;12,37;7,04;7,27;11442;11557;67,88;68,39
