No;nama_pemda;Tahun;Ekonomi;Kesehatan;Ketertiban;Lingkungan;ParBud;Pelayanan;Pendidikan;Sosial;Rumah_Fasum;Populasi;Base_AHH;Target_AHH;Base_HLS;Target_HLS;Base_RLS;Target_RLS;Base_PPK;Target_PPK;Base_IPM;Target_IPM
488;Kab. Maluku Tenggara;2019;61814591291;1,38714E+11;15867184152;16487197867;12058363239;4,15261E+11;1,56465E+11;13057281128;1,28504E+11;99790;64,77;64,95;12,61;12,63;9,27;9,5;7302;7625;65,53;65,85
489;Kab. Mamasa;2019;62641521207;1,3137E+11;7929277343;13249587009;6832873796;2,26822E+11;2,54765E+11;12170379294;84896613881;161971;70,62;70,75;11,58;11,74;7,22;7,37;7597;7769;64,66;65,32
490;Kab. Mamuju;2019;84802304986;1,7412E+11;17205911179;13794216845;12794493032;2,97031E+11;2,17274E+11;16950704375;1,47872E+11;293326;66,94;67,23;13,14;13,18;7,53;7,69;9308;9535;67,11;67,72
491;Kab. Mamuju Tengah;2019;43034421537;1,41242E+11;8879362324;5288094259;6795166339;1,401E+11;1,239E+11;9055425145;1,90646E+11;134028;67,79;68,06;11,71;11,92;7,23;7,24;8243;8501;64,43;65,1
492;Kab. Mamuju Utara;2019;64214943212;1,1573E+11;11273366604;7651525337;6461657369;1,72875E+11;1,92257E+11;10363598798;1,87458E+11;174471;65,62;65,91;11,59;11,66;7,68;7,92;10915;11094;66,6;67,27
493;Kab. Manggarai;2019;71314530861;2,46213E+11;11837962869;6571648472;8029654938;1,46164E+11;2,99877E+11;10054433580;1,73049E+11;338424;66,23;66,77;12,71;13,14;7,26;7,27;7175;7276;63,32;64,15
494;Kab. Manggarai Barat;2019;85042865335;1,54336E+11;16557489794;8574340908;13096306095;1,7797E+11;2,91348E+11;13462433796;1,87778E+11;274689;66,58;67,12;11,55;11,96;7,18;7,19;7426;7602;62,58;63,5
496;Kab. Manokwari;2019;1,00025E+11;1,99382E+11;28003213342;53754116174;9332048846;3,85976E+11;2,09678E+11;30043914217;1,55775E+11;175178;68,22;68,68;13,63;13,65;8,04;8,25;11789;12207;71,17;71,67
497;Kab. Manokwari Selatan;2019;72944926723;60923322577;22528644293;12201504973;7520251671;2,99384E+11;58053348926;40774928114;1,43119E+11;24220;67,16;67,58;12,32;12,35;6,48;6,63;5225;5505;58,84;59,72
498;Kab. Maros;2019;68144078909;2,57962E+11;36948747074;27606572476;13007674507;2,63136E+11;3,72356E+11;4806001909;1,99661E+11;353121;68,74;68,98;12,99;13,02;7,43;7,46;10558;10121;68,94;69,5
499;Kab. Maybrat;2019;40486661022;95660510976;25221968488;12500601430;8770687888;2,99441E+11;89533122139;14282330486;2,2361E+11;40899;64,93;65,19;12,67;13,21;6,53;6,85;5168;5336;58,16;59,15
501;Kab. Merangin;2019;78133581675;2,13393E+11;19380718527;11687333104;5195586103;2,48632E+11;4,02388E+11;14872527120;1,87879E+11;389232,2;71,04;71,18;11,97;11,98;7,67;7,68;10133;10312;68,81;69,07
502;Kab. Merauke;2019;1,42786E+11;3,78456E+11;32836792085;30191875219;12428597352;5,18316E+11;3,76851E+11;43912254613;3,00536E+11;227411;66,71;66,93;13,24;13,59;8,49;8,56;10430;10498;69,38;69,98
503;Kab. Mimika;2019;3,59461E+11;3,58335E+11;5,00933E+11;79135226771;13203911164;9,73944E+11;3,01738E+11;53325129964;0;219689;72,06;72,27;11,77;12,17;9,76;9,91;11700;12035;73,15;74,13
504;Kab. Minahasa;2019;63112518775;1,75335E+11;26954202589;14467989443;7568867083;2,95178E+11;3,60018E+11;20855245272;77024066590;341176;70,67;70,98;13,96;13,97;9,56;9,58;12319;12720;74,97;75,47
505;Kab. Minahasa Selatan;2019;59282959755;1,33606E+11;14292881659;4611655857;12124906456;2,25996E+11;2,58442E+11;25351322324;93316688069;210695;69,47;69,8;12,08;12,43;8,84;8,85;11410;11760;70,86;71,68
506;Kab. Mojokerto;2019;83512430059;4,68959E+11;36348471006;34608077858;21406811790;4,0445E+11;7,29313E+11;20075728034;2,98199E+11;1108718;72,24;72,43;12,52;12,53;8,18;8,49;12240;12454;72,64;73,53
507;Kab. Morowali;2019;1,15019E+11;2,42101E+11;17503627582;12017049002;6998499308;1,846E+11;2,33629E+11;15403052640;1,28024E+11;256390;68,45;68,82;12,88;13,305;8,98;9,11;11159;11306;71,14;72,02
508;Kab. Muara Enim;2019;1,61983E+11;4,171E+11;26049166059;26031945811;6622899874;4,49813E+11;6,49345E+11;30257104690;7,67042E+11;637556;68,38;68,63;11,95;11,96;7,6;7,78;11012;11285;68,28;68,88
509;Kab. Muaro Jambi;2019;65934035523;1,67902E+11;14610431650;6003124578;6164743497;2,5462E+11;4,11669E+11;18784046313;2,5353E+11;438789,575;71,02;71,18;12,81;12,82;8,09;8,33;8456;8697;68,34;69,01
510;Kab. Mukomuko;2019;50690344639;1,79502E+11;13484359457;5859543768;4776112824;1,93521E+11;1,97196E+11;9743868117;1,06872E+11;193900;66,16;66,51;12,71;12,72;7,88;7,99;10036;10381;67,47;68,12
511;Kab. Muna Barat;2019;62490268239;64062635389;13325354496;6863352687;6817285464;1,14829E+11;1,4229E+11;16083844409;1,43381E+11;81624;68,06;70,16;12,13;12,2;6,76;6,77;7405;7526;64,11;64,45
512;Kab. Musi Banyuasin;2019;1,85374E+11;4,87839E+11;32678602332;68802830487;20170297378;6,48523E+11;8,04773E+11;58684842494;8,53348E+11;649085;68,33;68,54;11,98;11,99;7,6;7,61;10212;10364;67,57;67,83
513;Kab. Musi Rawas;2019;1,18832E+11;2,43638E+11;34089416302;11210752266;11197161852;2,93541E+11;3,98807E+11;22768427729;4,16424E+11;405175;67,59;67,86;11,99;12,07;7,28;7,51;9562;9795;66,18;66,92
514;Kab. Nabire;2019;1,31534E+11;2,33093E+11;12672168983;9575659980;8568224164;5,3874E+11;1,75788E+11;23400219952;1,09633E+11;150308;67,72;67,97;11,14;11,59;9,53;9,7;9143;9195;67,7;68,53
515;Kab. Nagan Raya;2019;70295245843;1,71355E+11;7073051197;9645104666;4930317063;1,61484E+11;2,43315E+11;36709952051;1,9172E+11;167294;68,89;69,14;14,11;14,12;8,26;8,5;7936;8348;68,15;69,11
516;Kab. Nagekeo;2019;63155176826;1,44805E+11;8123067261;4016025554;5256700922;1,13267E+11;1,79908E+11;7403750448;1,14683E+11;145826;66,62;67,03;12,46;12,47;7,82;7,83;8219;8469;65,35;65,88
517;Kab. Natuna;2019;1,05442E+11;1,82421E+11;33429004757;10310966645;727851749;3,07179E+11;2,1704E+11;16016215378;2,38844E+11;77771;64,57;64,81;13,88;13,89;8,71;8,72;14217;14821;72,1;72,63
518;Kab. Nganjuk;2019;1,03253E+11;4,62802E+11;16209027190;26355808169;12117285731;3,15909E+11;8,29058E+11;16934002028;3,41423E+11;1051900;71,25;71,44;12,83;12,84;7,61;7,63;11560;11768;71,23;71,71
519;Kab. Nias Barat;2019;24062402765;61889376216;4914655137;3161326704;11692601108;2,50998E+11;78027956563;3369586091;1,08478E+11;82154;68,5;68,82;12,66;12,71;6;6,14;5817;6009;60,42;61,14
520;Kab. Nias Selatan;2019;38451571562;1,24849E+11;9216244097;5292654320;13525044145;4,11229E+11;2,03846E+11;7393144062;1,40274E+11;319902;68,24;68,58;12,2;12,22;5,2;5,53;6941;7105;60,75;61,59
521;Kab. Nias Utara;2019;40737424277;84219488308;10724279835;2688339852;10964022871;2,2844E+11;1,43208E+11;5749563946;1,47249E+11;137967;68,98;69,29;12,58;12,78;6,09;6,25;6041;6245;61,08;61,98
522;Kab. Nunukan;2019;73628893724;2,06936E+11;33929727102;16123997669;6333020232;2,00728E+11;2,57945E+11;11928676376;1,31833E+11;196918;71,27;71,3;12,62;12,63;7,73;7,81;6956;7290;65,67;66,32
523;Kab. Ogan Ilir;2019;51272794883;1,5887E+11;19574570065;6224745813;2716203113;2,64613E+11;4,80475E+11;17578292679;2,77907E+11;429595;64,96;65,21;12,28;12,29;7,58;7,85;10412;10777;66,43;67,22
524;Kab. Ogan Komering Ilir;2019;80690945342;3,04787E+11;11053513089;21081441660;5872307638;3,29493E+11;6,48135E+11;21087779490;5,14528E+11;832151;68,22;68,41;11,4;11,41;7,02;7,03;10706;11032;66,57;66,96
525;Kab. Ogan Komering Ulu;2019;66209332704;2,19655E+11;27094452593;10922607950;7561864810;2,84156E+11;3,59721E+11;19054707020;3,29341E+11;368756;67,83;68,01;12,57;12,59;8,68;8,69;9940;10261;69,01;69,45
526;Kab. OKU Timur;2019;67424147342;2,87435E+11;20918729603;11695268390;3438821493;2,5314E+11;5,40074E+11;15016291754;4,31337E+11;677080;68,65;68,87;12,04;12,22;7,27;7,54;11612;11753;68,58;69,34
527;Kab. Padang Lawas;2019;44707085094;1,59639E+11;10166353425;6440215499;282287080;1,69553E+11;2,66058E+11;9245716060;1,9455E+11;281239;66,69;66,98;13;13,02;8,67;8,69;8772;9100;67,59;68,16
528;Kab. Padang Lawas Utara;2019;51479423479;1,29961E+11;23745027826;14056994118;3641283761;1,50488E+11;2,76583E+11;9013012722;1,84833E+11;272713;66,77;67,06;12,42;12,47;9,06;9,1;9912;10194;68,77;69,29
529;Kab. Pandeglang;2019;1,05727E+11;3,93258E+11;18457505829;1,32412E+11;12836639197;4,00586E+11;1,01308E+12;17965165307;97716290348;1211909;64,24;64,49;13,42;13,46;6,72;6,96;8613;8719;64,34;64,91
530;Kab. Pangandaran;2019;51805858389;3,53153E+11;14145466375;10478934403;53952573543;1,75571E+11;3,95833E+11;9276235526;1,93652E+11;399284;70,84;71,12;12,04;12,06;7,58;7,67;8968;9423;67,44;68,21
531;Kab. Pangkajene Kepulauan;2019;72078055620;2,75271E+11;8007493141;18520203521;8807066637;2,48554E+11;4,29659E+11;27131028079;1,39422E+11;335514;66,12;66,49;12,41;12,51;7,49;7,6;11197;10837;67,71;68,29
532;Kab. Paniai;2019;49389692277;1,66372E+11;16722224832;7983796276;6744695371;3,4126E+11;1,00517E+11;22473765171;72509628178;177410;65,94;66,27;10,47;10,48;4,2;4,38;6535;6767;55,83;56,58
533;Kab. Parigi Moutong;2019;1,01464E+11;3,54464E+11;18131568878;5435428587;16467133377;2,504E+11;4,30434E+11;30814774401;1,37141E+11;153990;63,57;63,94;12,485;12,495;7,18;7,47;9808;10128;64,85;65,47
534;Kab. Pasaman;2019;54772307769;2,23315E+11;12865842608;8424683021;2585580930;1,52209E+11;3,41014E+11;15738404902;90146074767;382817;66,82;67,18;12,78;12,79;7,66;7,86;8238;8599;65,6;66,46
535;Kab. Pasaman Barat;2019;61949741291;2,21337E+11;11294941041;7797861465;6540808417;1,82632E+11;3,72752E+11;54221146691;1,57605E+11;247579;67,37;67,67;13,22;13,4;7,86;8,06;8979;9180;67,43;68,21
536;Kab. Pati;2019;1,30124E+11;4,81803E+11;19287295612;7766064419;12522775201;2,88414E+11;8,53626E+11;17829713319;3,45236E+11;1259590;75,93;76,04;12,3;12,41;7,18;7,19;10190;10660;70,71;71,35
537;Kab. Pegunungan Arfak;2019;25857914215;42464868772;15176412636;1100702500;5720915413;2,77931E+11;57787114544;40008002089;2,23696E+11;30976;66,89;67,24;11,33;11,72;4,97;5,12;4979;5099;55,31;56,15
538;Kab. Pekalongan;2019;1,06133E+11;4,12064E+11;16827783900;13311935506;7347773487;3,08137E+11;7,04091E+11;23617862280;2,00069E+11;897711;73,53;73,57;12,17;12,4;6,74;6,88;10221;10508;68,97;69,71
539;Kab. Pelalawan;2019;1,00558E+11;2,07887E+11;33546234717;22778730521;17113396054;3,29568E+11;4,49143E+11;24707872359;1,33924E+11;483622;70,74;71,03;12,16;12,17;8,44;8,49;11894;12149;71,44;71,85
540;Kab. Pemalang;2019;1,3811E+11;3,68857E+11;13434862751;28837534785;26164203609;3,48796E+11;9,00741E+11;26798124331;2,50307E+11;1302813;73,11;73,22;11,91;11,94;6,32;6,41;8186;8546;65,67;66,32
541;Kab. Penukal Abab Lematang Ilir;2019;53184480816;1,64118E+11;15131462213;11519646500;6690392816;2,61577E+11;2,19538E+11;20466349913;7,18945E+11;190062;67,88;68,07;11,7;11,9;6,58;6,75;8136;8400;63,49;64,33
542;Kab. Pesawaran;2019;59279791127;1,21125E+11;16760534460;9207258477;9219456764;2,32526E+11;4,1203E+11;13372086514;1,62471E+11;444380;68,53;68,88;12,28;12,29;7,47;7,6;7724;8059;64,97;65,75
543;Kab. Pesisir Barat;2019;35910458891;73090516135;9630341206;12447383929;6481740279;1,99278E+11;1,90792E+11;10284206491;1,13191E+11;154895;62,85;63,27;11,97;11,98;7,59;7,82;8355;8652;62,96;63,79
544;Kab. Pesisir Selatan;2019;97849379761;2,54512E+11;14974226713;2,04115E+11;10737512842;2,12156E+11;5,83058E+11;16229056165;38053889065;92021;70,45;70,73;13,3;13,31;8,14;8,25;9089;9444;69,4;70,08
545;Kab. Pidie;2019;1,12493E+11;4,38444E+11;12536743204;26688748229;10744140862;2,12282E+11;4,79584E+11;18401296866;2,26895E+11;444976;66,68;66,89;14,44;14,45;8,81;8,82;9492;9824;69,93;70,41
546;Kab. Pidie Jaya;2019;81655357097;1,57987E+11;7339924880;12121230685;3812041129;1,77826E+11;2,24796E+11;15803525798;1,28931E+11;161215;69,81;70,06;14,53;14,54;8,86;9,04;9967;10364;71,12;72,87
547;Kab. Pinrang;2019;1,22474E+11;2,33302E+11;16660456813;13158604638;8017090487;2,38732E+11;3,89246E+11;11007521688;1,17267E+11;377119;68,98;69,39;13,2;13,22;7,84;7,85;11508;11279;70,62;71,12
548;Kab. Pohuwato;2019;87161364542;1,96953E+11;14570717214;10419557629;8480496836;1,93771E+11;2,00871E+11;24666624011;90570742091;161373;63,25;63,83;12,35;12,36;6,85;7,1;10076;10316;64,44;65,27
549;Kab. Polewali Mandar;2019;52045748104;3,15375E+11;11815982712;32929474496;5603793530;3,12524E+11;4,53392E+11;9520835440;1,40206E+11;442576;61,97;62,18;13,02;13,05;7,24;7,4;8355;8598;63,14;63,74
550;Kab. Ponorogo;2019;1,09803E+11;3,65535E+11;16561404378;19324946295;16336148061;3,32627E+11;7,46565E+11;27396162063;3,31302E+11;870705;72,43;72,65;13,7;13,71;7,17;7,21;9107;9426;69,91;70,56
551;Kab. Poso;2019;98557600949;2,29753E+11;12608599115;17837391869;11685725149;2,43997E+11;3,5899E+11;17092811937;1,74332E+11;304110;70,51;70,85;13,645;13,735;9,04;9,36;8936;9091;70,68;71,4
552;Kab. Pringsewu;2019;52178969759;1,3599E+11;12470612729;16614802312;4248165877;2,05468E+11;4,00428E+11;13564554865;1,53738E+11;400187;69,44;69,85;12,78;12,82;8,01;8,19;10190;10289;69,42;69,97
553;Kab. Probolinggo;2019;1,69553E+11;3,38148E+11;19638522138;22721890653;19742492598;3,38666E+11;6,74398E+11;31413069190;2,43767E+11;1162092;66,71;67;12,06;12,07;5,71;5,77;10239;10700;64,85;65,6
554;Kab. Pulang Pisau;2019;58665403560;1,03001E+11;8324496866;6016203691;4363808247;1,31227E+11;2,67971E+11;19531073313;2,10172E+11;127118;67,92;67,98;12,39;12,4;7,7;8,08;9807;10104;67,54;68,34
555;Kab. Pulau Morotai;2019;70848824807;1,83603E+11;0;7981888951;24159626438;1,72544E+11;1,15548E+11;12333998648;1,20766E+11;67284;66,58;66,99;12,41;12,43;6,96;7,1;6294;6655;61,39;62,38
556;Kab. Pulau Taliabu;2019;34280140708;63999349075;16438131897;8827583700;2647620507;1,15682E+11;1,19243E+11;6788103472;1,69134E+11;53018;61,58;61,95;12,14;12,58;7,44;7,46;6455;6659;59,67;60,62
557;Kab. Purbalingga;2019;1,0581E+11;3,56526E+11;17416479440;29065402916;12721278132;2,97613E+11;7,05675E+11;16969353605;1,59516E+11;933989;72,98;73,02;11,95;11,98;7;7,14;9786;10131;68,41;68,99
558;Kab. Purwakarta;2019;1,14323E+11;3,29509E+11;44111454420;38664606145;9515532950;4,47863E+11;7,40403E+11;29701711878;2,10079E+11;962893;70,61;70,8;12,09;12,1;7,75;7,92;11372;11819;69,98;70,67
559;Kab. Purworejo;2019;1,02893E+11;3,31324E+11;20340247300;15579789286;42169342214;2,96928E+11;6,47862E+11;20783078464;2,03674E+11;718316;74,4;74,52;13,48;13,49;7,7;7,91;10048;10342;71,87;72,5
560;Kab. Rejang Lebong;2019;58847682525;2,29528E+11;24718282522;14166303265;11875223279;2,1412E+11;2,87139E+11;22081478449;1,28868E+11;260900;67,65;68,37;13,55;13,68;8,05;8,26;10045;10162;69,4;70,1
561;Kab. Rembang;2019;1,19231E+11;3,05273E+11;22138574484;16233907182;8338898297;3,0108E+11;5,61812E+11;22725246804;1,07072E+11;638188;74,39;74,43;12,05;12,1;6,95;7,15;10191;10551;69,46;70,15
562;Kab. Rokan Hilir;2019;96821118019;2,21136E+11;18809588281;31246893434;0;3,80514E+11;5,24568E+11;48096956773;4,06846E+11;714497;69,87;70,17;12,63;12,67;8,15;8,24;9316;9672;68,73;69,4
563;Kab. Rote Ndao;2019;63911680532;94747709583;6724512517;3591036697;6492217087;1,52271E+11;1,98844E+11;11080769683;1,21163E+11;172104;63,8;64,34;13,16;13,17;7,24;7,29;6484;6720;61,51;62,22
564;Kab. Samosir;2019;31240202440;1,02824E+11;10506595456;15043777233;21517211588;1,3079E+11;2,30667E+11;11632461324;1,41073E+11;126188;70,87;71,16;13,44;13,46;9,14;9,15;8348;8654;69,99;70,55
565;Kab. Sampang;2019;75131592384;2,96343E+11;9346436751;21748962150;0;14986272533;5,48285E+11;14601638184;2,63074E+11;968520;67,79;67,96;11,38;11,76;4,36;4,55;8352;8569;61;61,94
566;Kab. Sanggau;2019;67022590220;2,58062E+11;18098079808;9383426817;7670180983;2,58084E+11;4,75792E+11;19381597261;2,29922E+11;470224;71,05;71,35;11,54;11,56;6,94;6,95;8126;8410;65,15;65,67
567;Kab. Sangihe;2019;62541425071;2,2293E+11;16503346389;6520445163;11127819118;2,09431E+11;2,34232E+11;15811777401;75425627048;131163;69,6;69,96;12,04;12,31;7,9;8,04;11397;11663;69,67;70,53
568;Kab. Sarolangun;2019;1,72617E+11;1,67888E+11;16388854684;5688171364;8817577752;1,27985E+11;3,51569E+11;22907667762;3,3654E+11;300424,775;68,94;69,09;12,25;12,26;7,63;7,76;11609;11679;69,41;69,72
569;Kab. Sekadau;2019;60184198499;1,14182E+11;7879763080;7934661988;0;1,76215E+11;2,30843E+11;8415594165;1,41577E+11;201578;71,24;71,65;11,56;11,57;6,58;6,6;7326;7640;63,69;64,34
570;Kab. Seluma;2019;46386615797;1,36254E+11;11820733541;8736312456;2330936500;2,24898E+11;2,43944E+11;25582315074;93785110306;193800;67,14;67,56;13,26;13,27;7,9;7,91;7844;8209;65,99;66,69
571;Kab. Semarang;2019;1,99406E+11;4,39116E+11;21362678487;30138294134;31155333612;2,18389E+11;7,24659E+11;28000257754;2,95176E+11;1053786;75,62;75,63;12,85;12,94;7,88;8,01;11807;12116;73,61;74,14
572;Kab. Serang;2019;85433272380;5,2232E+11;13126622257;32354595914;6626806575;5,54056E+11;9,84522E+11;52798883475;4,82667E+11;1508397;64,22;64,47;12,39;12,43;7,18;7,33;10693;10802;65,93;66,38
573;Kab. Serdang Bedagai;2019;91980948806;1,78909E+11;9595127890;10890971494;3549817635;2,17418E+11;4,8811E+11;31036084716;2,60802E+11;616396;68,08;68,46;12,57;12,59;8,51;8,53;10737;11061;69,69;70,21
574;Kab. Seruyan;2019;1,06031E+11;1,548E+11;19118051501;12066915900;0;2,17822E+11;2,13738E+11;45369859167;2,94E+11;205880;69,24;69,25;11,97;11,98;7,76;7,93;9110;9385;67,04;67,57
575;Kab. Sidoarjo;2019;2,42187E+11;8,36125E+11;37883340251;1,47056E+11;0;7,3392E+11;1,1362E+12;28663692620;6,30864E+11;2216804;73,82;73,98;14,34;14,75;10,24;10,25;13710;14168;79,5;80,05
576;Kab. Sikka;2019;70152953815;2,94337E+11;14202826236;7465419325;7262810613;1,84155E+11;3,10602E+11;12297963992;95441852596;320401;66,61;67,07;12,7;12,87;6,69;6,71;7958;8313;63,89;64,75
577;Kab. Simalungun;2019;64853638521;2,74795E+11;18188582614;13448663750;14806215308;3,37779E+11;7,95079E+11;10851007812;3,58133E+11;867922;70,75;71,07;12,75;12,77;9,18;9,36;11311;11422;72,49;72,98
578;Kab. Simeulue;2019;87598951507;1,7619E+11;11683859542;9079214524;11833855981;1,72694E+11;1,86329E+11;27079927587;1,37551E+11;93228;65;65,22;13,25;13,51;9,07;9,08;6824;7210;64,74;65,7
580;Kab. Sintang;2019;1,48291E+11;3,22639E+11;19865015520;30734439343;10152999911;2,80965E+11;4,89397E+11;24576347485;2,74108E+11;418785;71,29;71,62;11,98;12,02;6,73;6,89;8624;8823;66,07;66,7
581;Kab. Sleman;2019;1,52906E+11;3,92903E+11;29031214241;52452971460;33937998438;6,84026E+11;7,39579E+11;31510358139;3,21497E+11;1219640;74,69;74,77;16,71;16,72;10,66;10,67;15844;16434;83,42;83,85
582;Kab. Solok;2019;68878062664;1,71144E+11;20653528267;5705960370;10622117055;1,96684E+11;4,64439E+11;11109954551;1,45999E+11;463923;67,95;68,34;13,02;13,03;7,84;7,85;10035;10309;68,6;69,08
585;Kab. Sukamara;2019;52168005053;93091667018;9430925801;10770214493;13747331467;1,28568E+11;1,41764E+11;7407955660;1,39727E+11;64342;71,45;71,49;12,1;12,11;7,84;7,91;8482;8738;67,52;67,95
586;Kab. Sukoharjo;2019;91744342295;3,09625E+11;30927811462;35614756744;6030225488;3,55588E+11;6,91401E+11;29118821751;2,26097E+11;891912;77,54;77,55;13,81;13,82;8,84;9,1;11100;11557;76,07;76,84
587;Kab. Sumba Barat;2019;55495217977;1,50396E+11;2577203427;17461562193;8103951910;1,43439E+11;1,55322E+11;14307588967;1,16367E+11;129710;66,58;66,98;12,88;12,89;6,52;6,53;7275;7586;62,91;63,56
588;Kab. Sumba Barat Daya;2019;55292295344;1,02651E+11;17121299716;6681759274;6560480091;1,399E+11;3,24605E+11;9864455386;95416540456;344720;68,02;68,43;13,04;13,05;6,32;6,33;6298;6594;61,89;62,6
589;Kab. Sumba Timur;2019;86380352815;2,6034E+11;8766227655;7515117852;9202267718;1,71225E+11;2,9547E+11;20009448316;1,6897E+11;258486;64,45;64,94;12,8;12,81;6,74;6,86;9351;9640;64,65;65,34
590;Kab. Sumbawa Barat;2019;98291293070;1,60265E+11;10772858435;22524356644;8185764644;2,15033E+11;2,12299E+11;24938102398;2,00303E+11;148606;67,34;67,8;13,6;13,61;8,24;8,53;11496;11766;70,71;71,52
591;Kab. Sumedang;2019;1,66013E+11;4,67338E+11;29425251267;28557794167;17287767946;4,067E+11;1,26118E+12;22361690880;2,40327E+11;1152400;72,14;72,29;12,94;12,96;8,17;8,27;10153;10406;70,99;71,46
592;Kab. Tabalong;2019;1,05392E+11;2,64686E+11;24007200505;45052144208;5350964144;2,75278E+11;3,68312E+11;41052928586;2,39065E+11;254322;70,12;70,33;12,53;12,59;8,57;8,78;11227;11476;71,14;71,78
593;Kab. Takalar;2019;57947845607;2,35422E+11;0;30308071443;7205852459;2,08178E+11;3,19826E+11;12328747690;1,16654E+11;298688;66,64;67,01;12,22;12,25;6,91;7,18;10134;9845;66,07;66,94
594;Kab. Tanah Bumbu;2019;1,08091E+11;2,70742E+11;24499753649;46093032002;8007823000;3,69346E+11;4,31395E+11;25213932107;3,45704E+11;360187;69,74;70,08;12,33;12,36;7,7;7,71;11710;12025;70,05;70,5
595;Kab. Tanah Laut;2019;93591432444;2,38617E+11;19870879986;9401327520;12063521578;2,40649E+11;4,42255E+11;18084253568;2,15464E+11;343890;69,08;69,31;11,95;11,96;7,38;7,64;11209;11318;68,49;69,04
596;Kab. Tanggamus;2019;46517317636;1,74709E+11;11320675053;12088137156;11885700965;3,25421E+11;5,24812E+11;20130622189;1,65305E+11;598299;68,04;68,4;12,15;12,17;6,96;7,21;9107;9294;65,67;66,37
597;Kab. Tanjung Jabung Timur;2019;1,18577E+11;1,26357E+11;7805081576;8265692034;0;1,82474E+11;3,03718E+11;11374132221;2,76671E+11;221689,195;65,86;66,08;11,85;12,01;6,34;6,35;8904;9192;63,32;63,92
598;Kab. Tapanuli Tengah;2019;49426451527;2,09958E+11;20158054363;10080600357;11435389594;2,32888E+11;3,50237E+11;16173873600;1,57154E+11;376667;66,82;67,08;12,66;12,79;8,29;8,48;10067;10175;68,27;68,86
599;Kab. Tapanuli Utara;2019;70949193720;2,10647E+11;15518589107;8512699384;11531277785;1,82283E+11;4,11092E+11;9042077840;1,34034E+11;301789;68,11;68,46;13,66;13,68;9,65;9,71;11607;11791;72,91;73,33
601;Kab. Tasikmalaya;2019;2,60696E+11;4,09495E+11;16040792886;11322146305;17166820673;4,15554E+11;1,55708E+12;30983393042;3,74722E+11;1754128;68,96;69,21;12,48;12,52;7,13;7,17;7761;8092;65;65,64
602;Kab. Tegal;2019;1,59878E+11;4,55633E+11;16198084978;41850529139;18080479944;3,92192E+11;8,58267E+11;30505048478;2,37859E+11;1440698;71,28;71,4;12,34;12,58;6,7;6,86;9433;9798;67,33;68,24
603;Kab. Teluk Wondama;2019;1,09019E+11;1,37285E+11;16915935171;10925121383;12983079967;2,71571E+11;1,00545E+11;29025101216;1,15774E+11;32521;59,53;60,1;11,05;11,48;6,75;6,98;7921;8219;58,86;59,82
604;Kab. Temanggung;2019;67048361862;3,63095E+11;9444825129;19147693790;8489337187;3,35911E+11;5,25662E+11;21624936438;1,09562E+11;772018;75,47;75,48;12,08;12,13;6,94;7,15;9142;9489;68,83;69,56
605;Kab. Timor Tengah Selatan;2019;77915759944;2,0344E+11;12279195900;6220631011;6840347683;2,21214E+11;4,12952E+11;19620487497;1,69948E+11;467990;65,91;66,32;12,55;12,56;6,47;6,72;6855;6955;61,58;62,23
606;Kab. Toba Samosir;2019;62434901041;1,20731E+11;14776056377;30759770087;11569777279;1,6869E+11;2,81438E+11;11521012342;1,20095E+11;183712;69,59;69,93;13,26;13,28;10,34;10,36;12095;12375;74,48;74,92
607;Kab. Tojo Una Una;2019;74304936794;2,27721E+11;13839458500;5881444205;13510173186;3,9547E+11;2,64009E+11;21157983764;1,31825E+11;239420;64,61;65,14;12,155;12,47;8,16;8,38;7608;7751;63,38;64,52
608;Kab. Toraja Utara;2019;77482801703;1,31546E+11;14814625524;10967709149;12951805463;2,23657E+11;2,51101E+11;15604584230;1,62871E+11;231214;73,09;73,35;13,35;13,37;7,76;7,92;7783;7457;68,49;69,23
609;Kab. Trenggalek;2019;1,28984E+11;3,55485E+11;22416358611;10885528885;20130245430;2,91395E+11;6,47408E+11;18958618417;2,60871E+11;694902;73,35;73,59;12,1;12,12;7,27;7,28;9034;9400;68,71;69,46
610;Kab. Tulang Bawang;2019;64558423000;1,6186E+11;20216128446;12989112439;8977252155;2,97974E+11;3,1159E+11;17590813452;84735497822;450902;69,59;69,88;11,73;11,88;7,22;7,23;10553;10797;67,7;68,23
611;Kab. Wakatobi;2019;48853631023;1,61161E+11;17077621338;6666482808;29653594573;1,6409E+11;2,12891E+11;13141423755;1,14876E+11;95892;68,17;70,13;13,15;13,2;7,72;7,73;9136;9388;68,52;68,99
612;Kab. Wonosobo;2019;1,68386E+11;2,99066E+11;27321070616;25493494831;27319838771;2,54682E+11;6,22443E+11;22919244056;2,66134E+11;790504;71,46;71,6;11,69;11,74;6,75;6,76;10503;10871;67,81;68,27
613;Kab. Jayawijaya;2019;50773462932;1,8123E+11;21141942578;9107423720;22881016013;5,41346E+11;1,02888E+11;25750548287;76405240570;217887;58,99;59,39;11,58;11,93;5,17;5,3;7637;7835;56,82;57,79
